danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name
0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,audio_features,3Vr3zh0r7ALn8VLqCiRR10,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,https://api.spotify.com/v1/tracks/3Vr3zh0r7ALn8VLqCiRR10,https://api.spotify.com/v1/audio-analysis/3Vr3zh0r7ALn8VLqCiRR10,172533,4,Stargazing
0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,audio_features,46kspZSY3aKmwQe7O77fCC,spotify:track:46kspZSY3aKmwQe7O77fCC,https://api.spotify.com/v1/tracks/46kspZSY3aKmwQe7O77fCC,https://api.spotify.com/v1/audio-analysis/46kspZSY3aKmwQe7O77fCC,228639,4,we can't be friends (wait for your love)
0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,audio_features,17phhZDn6oGtzMe56NuWvj,spotify:track:17phhZDn6oGtzMe56NuWvj,https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj,https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj,210689,3,Lose Control
0.477,0.854,7,-4.715,1,0.275,0.0858,0.0,0.065,0.314,140.515,audio_features,7ov3TDp5D00Rnu5R1viX4w,spotify:track:7ov3TDp5D00Rnu5R1viX4w,https://api.spotify.com/v1/tracks/7ov3TDp5D00Rnu5R1viX4w,https://api.spotify.com/v1/audio-analysis/7ov3TDp5D00Rnu5R1viX4w,179790,5,New Woman (feat. ROSALÍA)
0.739,0.904,5,-2.655,0,0.0442,0.549,1.03e-05,0.0948,0.788,167.033,audio_features,6aJn7Cst74cj4lNIiPRgav,spotify:track:6aJn7Cst74cj4lNIiPRgav,https://api.spotify.com/v1/tracks/6aJn7Cst74cj4lNIiPRgav,https://api.spotify.com/v1/audio-analysis/6aJn7Cst74cj4lNIiPRgav,129883,4,Touch
0.882,0.645,1,-7.233,1,0.0601,0.475,4.13e-05,0.057,0.788,114.933,audio_features,0io16MKpbeDIdYzmGpQaES,spotify:track:0io16MKpbeDIdYzmGpQaES,https://api.spotify.com/v1/tracks/0io16MKpbeDIdYzmGpQaES,https://api.spotify.com/v1/audio-analysis/0io16MKpbeDIdYzmGpQaES,104419,4,Embrace It
0.756,0.672,0,-6.743,1,0.0522,0.464,3.37e-06,0.108,0.739,114.935,audio_features,2uqYupMHANxnwgeiXTZXzd,spotify:track:2uqYupMHANxnwgeiXTZXzd,https://api.spotify.com/v1/tracks/2uqYupMHANxnwgeiXTZXzd,https://api.spotify.com/v1/audio-analysis/2uqYupMHANxnwgeiXTZXzd,171783,4,Austin
0.646,0.668,2,-5.203,1,0.0282,0.491,0.0,0.212,0.64,90.969,audio_features,5uQ7de4EWjb3rkcFxyEOpu,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,https://api.spotify.com/v1/tracks/5uQ7de4EWjb3rkcFxyEOpu,https://api.spotify.com/v1/audio-analysis/5uQ7de4EWjb3rkcFxyEOpu,148318,4,Belong Together
0.417,0.743,11,-5.094,0,0.0481,0.0154,0.0,0.191,0.128,161.877,audio_features,5kDgJffgJ0lYHTSiaXFWNw,spotify:track:5kDgJffgJ0lYHTSiaXFWNw,https://api.spotify.com/v1/tracks/5kDgJffgJ0lYHTSiaXFWNw,https://api.spotify.com/v1/audio-analysis/5kDgJffgJ0lYHTSiaXFWNw,171244,3,BABY I'M BACK
0.411,0.619,1,-6.834,1,0.0368,0.62,0.0,0.11,0.337,177.937,audio_features,1bjeWoagtHmUKputLVyDxQ,spotify:track:1bjeWoagtHmUKputLVyDxQ,https://api.spotify.com/v1/tracks/1bjeWoagtHmUKputLVyDxQ,https://api.spotify.com/v1/audio-analysis/1bjeWoagtHmUKputLVyDxQ,186192,4,Saturn
0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,audio_features,6tNQ70jh4OwmPGpYy6R2o9,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,https://api.spotify.com/v1/tracks/6tNQ70jh4OwmPGpYy6R2o9,https://api.spotify.com/v1/audio-analysis/6tNQ70jh4OwmPGpYy6R2o9,180304,3,Beautiful Things
0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,audio_features,3qhlB30KknSejmIvZZLjOD,spotify:track:3qhlB30KknSejmIvZZLjOD,https://api.spotify.com/v1/tracks/3qhlB30KknSejmIvZZLjOD,https://api.spotify.com/v1/audio-analysis/3qhlB30KknSejmIvZZLjOD,159246,4,End of Beginning
0.521,0.279,9,-10.279,1,0.0263,0.592,7.19e-05,0.109,0.234,137.848,audio_features,6iYxkBHyMpsgVxUgfy5fSx,spotify:track:6iYxkBHyMpsgVxUgfy5fSx,https://api.spotify.com/v1/tracks/6iYxkBHyMpsgVxUgfy5fSx,https://api.spotify.com/v1/audio-analysis/6iYxkBHyMpsgVxUgfy5fSx,222696,4,ALL MY LOVE
0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,audio_features,6WatFBLVB0x077xWeoVc2k,spotify:track:6WatFBLVB0x077xWeoVc2k,https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k,https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k,195824,4,Si Antes Te Hubiera Conocido
0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,audio_features,6AI3ezQ4o3HUoP6Dhudph3,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,https://api.spotify.com/v1/tracks/6AI3ezQ4o3HUoP6Dhudph3,https://api.spotify.com/v1/audio-analysis/6AI3ezQ4o3HUoP6Dhudph3,274192,4,Not Like Us
0.875,0.518,2,-8.388,1,0.0551,0.0638,0.00995,0.125,0.37,126.089,audio_features,0h3Xy4V4apMraB5NuM8U7Z,spotify:track:0h3Xy4V4apMraB5NuM8U7Z,https://api.spotify.com/v1/tracks/0h3Xy4V4apMraB5NuM8U7Z,https://api.spotify.com/v1/audio-analysis/0h3Xy4V4apMraB5NuM8U7Z,213364,4,Stumblin' In
0.504,0.386,11,-10.976,1,0.0308,0.502,1.53e-05,0.0961,0.281,192.004,audio_features,2OzhQlSqBEmt7hmkYxfT6m,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,https://api.spotify.com/v1/tracks/2OzhQlSqBEmt7hmkYxfT6m,https://api.spotify.com/v1/audio-analysis/2OzhQlSqBEmt7hmkYxfT6m,228965,4,Fortnight (feat. Post Malone)
0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,audio_features,2262bWmqomIaJXwCRHr13j,spotify:track:2262bWmqomIaJXwCRHr13j,https://api.spotify.com/v1/tracks/2262bWmqomIaJXwCRHr13j,https://api.spotify.com/v1/audio-analysis/2262bWmqomIaJXwCRHr13j,211979,4,Sailor Song
0.853,0.618,6,-10.833,1,0.0923,0.633,0.89,0.0972,0.32,126.031,audio_features,4MSj19TwYBLgDFj3ddEeco,spotify:track:4MSj19TwYBLgDFj3ddEeco,https://api.spotify.com/v1/tracks/4MSj19TwYBLgDFj3ddEeco,https://api.spotify.com/v1/audio-analysis/4MSj19TwYBLgDFj3ddEeco,145599,4,Black Friday (pretty like the sun)
0.681,0.714,1,-4.617,0,0.0309,0.0375,0.0,0.232,0.554,129.976,audio_features,331l3xABO0HMr1Kkyh2LZq,spotify:track:331l3xABO0HMr1Kkyh2LZq,https://api.spotify.com/v1/tracks/331l3xABO0HMr1Kkyh2LZq,https://api.spotify.com/v1/audio-analysis/331l3xABO0HMr1Kkyh2LZq,149668,4,I Don't Wanna Wait
0.466,0.872,7,-3.344,1,0.0336,0.0156,0.0,0.121,0.806,184.115,audio_features,2PnlsTsOTLE5jnBnNe2K0A,spotify:track:2PnlsTsOTLE5jnBnNe2K0A,https://api.spotify.com/v1/tracks/2PnlsTsOTLE5jnBnNe2K0A,https://api.spotify.com/v1/audio-analysis/2PnlsTsOTLE5jnBnNe2K0A,190428,4,The Emptiness Machine
0.525,0.488,0,-6.909,1,0.038,0.191,5.14e-05,0.135,0.253,84.999,audio_features,4ZJ4vzLQekI0WntDbanNC7,spotify:track:4ZJ4vzLQekI0WntDbanNC7,https://api.spotify.com/v1/tracks/4ZJ4vzLQekI0WntDbanNC7,https://api.spotify.com/v1/audio-analysis/4ZJ4vzLQekI0WntDbanNC7,194920,4,Pink Skies
0.599,0.946,11,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647,audio_features,2GxrNKugF82CnoRFbQfzPf,spotify:track:2GxrNKugF82CnoRFbQfzPf,https://api.spotify.com/v1/tracks/2GxrNKugF82CnoRFbQfzPf,https://api.spotify.com/v1/audio-analysis/2GxrNKugF82CnoRFbQfzPf,142515,4,i like the way you kiss me
0.66,0.756,0,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,audio_features,7tI8dRuH2Yc6RuoTjxo4dU,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,https://api.spotify.com/v1/tracks/7tI8dRuH2Yc6RuoTjxo4dU,https://api.spotify.com/v1/audio-analysis/7tI8dRuH2Yc6RuoTjxo4dU,170888,4,Who
0.826,0.756,2,-4.984,1,0.256,0.0203,0.0,0.0915,0.794,160.01,audio_features,2ZqTbIID9vFPTXaGyzbb4q,spotify:track:2ZqTbIID9vFPTXaGyzbb4q,https://api.spotify.com/v1/tracks/2ZqTbIID9vFPTXaGyzbb4q,https://api.spotify.com/v1/audio-analysis/2ZqTbIID9vFPTXaGyzbb4q,157173,4,Neva Play (feat. RM of BTS)
0.464,0.745,4,-3.202,0,0.161,0.0235,0.0,0.363,0.262,180.098,audio_features,0OA00aPt3BV10qeMIs3meW,spotify:track:0OA00aPt3BV10qeMIs3meW,https://api.spotify.com/v1/tracks/0OA00aPt3BV10qeMIs3meW,https://api.spotify.com/v1/audio-analysis/0OA00aPt3BV10qeMIs3meW,190667,4,Big Dawgs
0.802,0.899,11,-2.223,0,0.126,0.00953,0.000291,0.101,0.531,130.047,audio_features,4gxEY3Mh5FZZDAJAKPNrCS,spotify:track:4gxEY3Mh5FZZDAJAKPNrCS,https://api.spotify.com/v1/tracks/4gxEY3Mh5FZZDAJAKPNrCS,https://api.spotify.com/v1/audio-analysis/4gxEY3Mh5FZZDAJAKPNrCS,164554,4,CRAZY
0.936,0.887,9,-2.76,0,0.0683,0.0292,1.88e-06,0.0582,0.889,127.003,audio_features,2HYFX63wP3otVIvopRS99Z,spotify:track:2HYFX63wP3otVIvopRS99Z,https://api.spotify.com/v1/tracks/2HYFX63wP3otVIvopRS99Z,https://api.spotify.com/v1/audio-analysis/2HYFX63wP3otVIvopRS99Z,227239,4,Houdini
0.769,0.722,11,-5.485,0,0.0507,0.0584,2.56e-06,0.111,0.57,119.973,audio_features,1Es7AUAhQvapIcoh3qMKDL,spotify:track:1Es7AUAhQvapIcoh3qMKDL,https://api.spotify.com/v1/tracks/1Es7AUAhQvapIcoh3qMKDL,https://api.spotify.com/v1/audio-analysis/1Es7AUAhQvapIcoh3qMKDL,256000,4,Timeless (with Playboi Carti)
0.916,0.578,11,-6.275,1,0.124,0.00349,0.00402,0.113,0.192,124.005,audio_features,2jnezASa7o0lP6aif6VrIf,spotify:track:2jnezASa7o0lP6aif6VrIf,https://api.spotify.com/v1/tracks/2jnezASa7o0lP6aif6VrIf,https://api.spotify.com/v1/audio-analysis/2jnezASa7o0lP6aif6VrIf,159894,4,TEFLON DON
0.853,0.69,10,-5.858,1,0.0647,0.0771,0.0,0.0835,0.471,125.951,audio_features,1560osUcXrnov6yuOjXvc1,spotify:track:1560osUcXrnov6yuOjXvc1,https://api.spotify.com/v1/tracks/1560osUcXrnov6yuOjXvc1,https://api.spotify.com/v1/audio-analysis/1560osUcXrnov6yuOjXvc1,137143,4,No Face
0.749,0.709,6,-6.385,1,0.259,0.155,0.0,0.329,0.564,78.53,audio_features,487JCvAXVblflZyDJn3fSp,spotify:track:487JCvAXVblflZyDJn3fSp,https://api.spotify.com/v1/tracks/487JCvAXVblflZyDJn3fSp,https://api.spotify.com/v1/audio-analysis/487JCvAXVblflZyDJn3fSp,181166,4,Help Me
0.757,0.628,4,-6.715,0,0.101,0.189,0.0209,0.221,0.321,119.98,audio_features,2c7z5oRcPBbqRaBY2mLWcf,spotify:track:2c7z5oRcPBbqRaBY2mLWcf,https://api.spotify.com/v1/tracks/2c7z5oRcPBbqRaBY2mLWcf,https://api.spotify.com/v1/audio-analysis/2c7z5oRcPBbqRaBY2mLWcf,217333,4,NEW DROP
0.76,0.663,9,-4.763,0,0.0551,0.109,0.0,0.305,0.209,143.082,audio_features,2cZOYofOX4d6g0OXxkaIjA,spotify:track:2cZOYofOX4d6g0OXxkaIjA,https://api.spotify.com/v1/tracks/2cZOYofOX4d6g0OXxkaIjA,https://api.spotify.com/v1/audio-analysis/2cZOYofOX4d6g0OXxkaIjA,148053,4,ALL RED
0.794,0.533,9,-8.206,1,0.0591,0.14,2.76e-05,0.207,0.15,120.011,audio_features,2t4H61OtTYgmDe61KxkjKH,spotify:track:2t4H61OtTYgmDe61KxkjKH,https://api.spotify.com/v1/tracks/2t4H61OtTYgmDe61KxkjKH,https://api.spotify.com/v1/audio-analysis/2t4H61OtTYgmDe61KxkjKH,179023,4,PLUTOSKI
0.783,0.723,1,-4.881,1,0.135,0.0264,0.0,0.159,0.294,139.942,audio_features,1qIwin7JMVuX70qN6wD8ww,spotify:track:1qIwin7JMVuX70qN6wD8ww,https://api.spotify.com/v1/tracks/1qIwin7JMVuX70qN6wD8ww,https://api.spotify.com/v1/audio-analysis/1qIwin7JMVuX70qN6wD8ww,278001,4,It's Up (feat. Young Thug & 21 Savage)
0.731,0.685,11,-4.707,0,0.12,0.054,0.0,0.0865,0.458,121.991,audio_features,3lCb7ZYE3Fvie4JOPqpXfY,spotify:track:3lCb7ZYE3Fvie4JOPqpXfY,https://api.spotify.com/v1/tracks/3lCb7ZYE3Fvie4JOPqpXfY,https://api.spotify.com/v1/audio-analysis/3lCb7ZYE3Fvie4JOPqpXfY,167229,4,FIELD TRIP
0.675,0.478,1,-10.201,1,0.512,0.0731,7.8e-06,0.127,0.39,104.563,audio_features,3rXlcLZk3MCaRPND5g9QiW,spotify:track:3rXlcLZk3MCaRPND5g9QiW,https://api.spotify.com/v1/tracks/3rXlcLZk3MCaRPND5g9QiW,https://api.spotify.com/v1/audio-analysis/3rXlcLZk3MCaRPND5g9QiW,210286,4,Blow for Blow (feat. J. Cole)
0.863,0.754,11,-5.851,1,0.0611,0.00125,0.0,0.0913,0.301,131.001,audio_features,3aCPResPDNae3pXTocGpYe,spotify:track:3aCPResPDNae3pXTocGpYe,https://api.spotify.com/v1/tracks/3aCPResPDNae3pXTocGpYe,https://api.spotify.com/v1/audio-analysis/3aCPResPDNae3pXTocGpYe,139197,4,LIL DEMON
0.79,0.638,4,-5.38,1,0.455,0.0649,0.0,0.353,0.61,160.058,audio_features,4mfaQcqYhlv0X9xF2bDWxG,spotify:track:4mfaQcqYhlv0X9xF2bDWxG,https://api.spotify.com/v1/tracks/4mfaQcqYhlv0X9xF2bDWxG,https://api.spotify.com/v1/audio-analysis/4mfaQcqYhlv0X9xF2bDWxG,174133,4,John Wayne (feat. Metro Boomin)
0.608,0.4,1,-9.519,1,0.32,0.029,0.000327,0.119,0.089,106.682,audio_features,62oLxos6R04SVYL1lXidvu,spotify:track:62oLxos6R04SVYL1lXidvu,https://api.spotify.com/v1/tracks/62oLxos6R04SVYL1lXidvu,https://api.spotify.com/v1/audio-analysis/62oLxos6R04SVYL1lXidvu,159228,5,2 Slippery (feat. BossMan Dlow)
0.638,0.625,8,-6.909,1,0.117,0.000976,0.732,0.157,0.105,140.047,audio_features,0QpiyJbgWUjyAQNqjIA5tO,spotify:track:0QpiyJbgWUjyAQNqjIA5tO,https://api.spotify.com/v1/tracks/0QpiyJbgWUjyAQNqjIA5tO,https://api.spotify.com/v1/audio-analysis/0QpiyJbgWUjyAQNqjIA5tO,161259,4,Hate Me
0.673,0.728,3,-7.973,0,0.433,0.109,0.0,0.183,0.601,84.915,audio_features,2WxUBA3L7k2Af4kTVB6QeI,spotify:track:2WxUBA3L7k2Af4kTVB6QeI,https://api.spotify.com/v1/tracks/2WxUBA3L7k2Af4kTVB6QeI,https://api.spotify.com/v1/audio-analysis/2WxUBA3L7k2Af4kTVB6QeI,92133,4,Dope Boy (with Nigo)
0.956,0.48,11,-6.48,1,0.264,0.00904,0.0233,0.0556,0.41,134.97,audio_features,1hgON5RjrZGMwcIJNkuwzj,spotify:track:1hgON5RjrZGMwcIJNkuwzj,https://api.spotify.com/v1/tracks/1hgON5RjrZGMwcIJNkuwzj,https://api.spotify.com/v1/audio-analysis/1hgON5RjrZGMwcIJNkuwzj,163736,4,DO YO SHIT
0.891,0.526,8,-6.52,0,0.368,0.0787,3.04e-05,0.133,0.203,140.06,audio_features,2hKYtHbwYOSjvYQhVdUpdQ,spotify:track:2hKYtHbwYOSjvYQhVdUpdQ,https://api.spotify.com/v1/tracks/2hKYtHbwYOSjvYQhVdUpdQ,https://api.spotify.com/v1/audio-analysis/2hKYtHbwYOSjvYQhVdUpdQ,164571,4,TGIF
0.694,0.574,1,-6.144,0,0.0483,0.193,0.0,0.082,0.286,146.007,audio_features,1eroCliWpJrEu1V7VSObcO,spotify:track:1eroCliWpJrEu1V7VSObcO,https://api.spotify.com/v1/tracks/1eroCliWpJrEu1V7VSObcO,https://api.spotify.com/v1/audio-analysis/1eroCliWpJrEu1V7VSObcO,126356,4,Circadian Rhythm
0.731,0.586,1,-7.564,0,0.172,0.116,0.0,0.0987,0.147,125.845,audio_features,3lUYO6zvXI88sNDpyKvIJ2,spotify:track:3lUYO6zvXI88sNDpyKvIJ2,https://api.spotify.com/v1/tracks/3lUYO6zvXI88sNDpyKvIJ2,https://api.spotify.com/v1/audio-analysis/3lUYO6zvXI88sNDpyKvIJ2,199165,4,Or What
0.662,0.509,1,-9.159,1,0.322,0.247,0.0,0.266,0.549,157.94,audio_features,4lwfqyQXSDJ7kELpMErMih,spotify:track:4lwfqyQXSDJ7kELpMErMih,https://api.spotify.com/v1/tracks/4lwfqyQXSDJ7kELpMErMih,https://api.spotify.com/v1/audio-analysis/4lwfqyQXSDJ7kELpMErMih,136709,4,Sorry Not Sorry
0.829,0.519,1,-6.822,1,0.339,0.0741,0.0,0.0969,0.526,157.039,audio_features,0l3raueiJ78IsmZGwo6CRm,spotify:track:0l3raueiJ78IsmZGwo6CRm,https://api.spotify.com/v1/tracks/0l3raueiJ78IsmZGwo6CRm,https://api.spotify.com/v1/audio-analysis/0l3raueiJ78IsmZGwo6CRm,202840,4,BROTHER STONE (FEAT. KODAK BLACK)
0.742,0.564,1,-6.675,1,0.271,0.0607,0.0,0.122,0.345,156.916,audio_features,4xbfYPpKIKtGU4iEK3WW2C,spotify:track:4xbfYPpKIKtGU4iEK3WW2C,https://api.spotify.com/v1/tracks/4xbfYPpKIKtGU4iEK3WW2C,https://api.spotify.com/v1/audio-analysis/4xbfYPpKIKtGU4iEK3WW2C,178360,4,PJ (feat. Lil Baby)
0.645,0.634,10,-3.769,0,0.0341,0.158,3.78e-06,0.0908,0.352,160.017,audio_features,2hrycoFU1mZw6YPvMcn8yC,spotify:track:2hrycoFU1mZw6YPvMcn8yC,https://api.spotify.com/v1/tracks/2hrycoFU1mZw6YPvMcn8yC,https://api.spotify.com/v1/audio-analysis/2hrycoFU1mZw6YPvMcn8yC,122361,4,KEHLANI
0.754,0.625,1,-6.505,1,0.18,0.0308,1.36e-06,0.111,0.232,155.985,audio_features,1vCn94unxLKNhqjouXZa5v,spotify:track:1vCn94unxLKNhqjouXZa5v,https://api.spotify.com/v1/tracks/1vCn94unxLKNhqjouXZa5v,https://api.spotify.com/v1/audio-analysis/1vCn94unxLKNhqjouXZa5v,185983,4,I Ain't Sorry (feat. Hunxho)
0.724,0.555,3,-7.2,1,0.0507,0.17,2.61e-05,0.322,0.408,100.047,audio_features,4IFd7EVCyJsUHesBMXI8ju,spotify:track:4IFd7EVCyJsUHesBMXI8ju,https://api.spotify.com/v1/tracks/4IFd7EVCyJsUHesBMXI8ju,https://api.spotify.com/v1/audio-analysis/4IFd7EVCyJsUHesBMXI8ju,175321,4,Parking Lot
0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,audio_features,6AI3ezQ4o3HUoP6Dhudph3,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,https://api.spotify.com/v1/tracks/6AI3ezQ4o3HUoP6Dhudph3,https://api.spotify.com/v1/audio-analysis/6AI3ezQ4o3HUoP6Dhudph3,274192,4,Not Like Us
0.242,0.897,3,-4.018,1,0.191,0.179,0.0,0.176,0.446,80.297,audio_features,2dk1fsLg7YEsKJdVm4P5cu,spotify:track:2dk1fsLg7YEsKJdVm4P5cu,https://api.spotify.com/v1/tracks/2dk1fsLg7YEsKJdVm4P5cu,https://api.spotify.com/v1/audio-analysis/2dk1fsLg7YEsKJdVm4P5cu,263450,4,Saturday Mornings (feat. Lil Wayne)
0.776,0.525,1,-6.723,1,0.137,0.0366,0.0,0.108,0.467,75.013,audio_features,1JF8LkQWZ8grXb2emqrNKn,spotify:track:1JF8LkQWZ8grXb2emqrNKn,https://api.spotify.com/v1/tracks/1JF8LkQWZ8grXb2emqrNKn,https://api.spotify.com/v1/audio-analysis/1JF8LkQWZ8grXb2emqrNKn,217613,4,Brokey
0.75,0.636,2,-7.519,1,0.284,0.00379,0.0,0.251,0.262,145.965,audio_features,5et07CoblayzSAQIFLtP3d,spotify:track:5et07CoblayzSAQIFLtP3d,https://api.spotify.com/v1/tracks/5et07CoblayzSAQIFLtP3d,https://api.spotify.com/v1/audio-analysis/5et07CoblayzSAQIFLtP3d,144747,4,Monitoring Me
0.886,0.661,1,-5.097,1,0.125,0.106,0.0,0.109,0.138,137.993,audio_features,6Yfg3TrnzThhrZ0i6UDBSv,spotify:track:6Yfg3TrnzThhrZ0i6UDBSv,https://api.spotify.com/v1/tracks/6Yfg3TrnzThhrZ0i6UDBSv,https://api.spotify.com/v1/audio-analysis/6Yfg3TrnzThhrZ0i6UDBSv,213646,4,Fuel
0.65,0.655,2,-5.43,1,0.0385,0.0285,0.0,0.159,0.432,154.993,audio_features,0KFXE2mLTFdOKkTZEDgJPv,spotify:track:0KFXE2mLTFdOKkTZEDgJPv,https://api.spotify.com/v1/tracks/0KFXE2mLTFdOKkTZEDgJPv,https://api.spotify.com/v1/audio-analysis/0KFXE2mLTFdOKkTZEDgJPv,161094,4,ATTITUDE (FEAT. CHARLIE WILSON & CASH COBAIN)
0.915,0.453,10,-4.589,0,0.27,0.0872,0.000163,0.104,0.287,139.943,audio_features,4Na2HfNSr58chvfX69fy36,spotify:track:4Na2HfNSr58chvfX69fy36,https://api.spotify.com/v1/tracks/4Na2HfNSr58chvfX69fy36,https://api.spotify.com/v1/audio-analysis/4Na2HfNSr58chvfX69fy36,144000,4,one of wun
0.853,0.646,11,-4.848,0,0.161,0.0436,0.0,0.146,0.238,141.009,audio_features,5VMivzA6e7YD4HrZZEpclj,spotify:track:5VMivzA6e7YD4HrZZEpclj,https://api.spotify.com/v1/tracks/5VMivzA6e7YD4HrZZEpclj,https://api.spotify.com/v1/audio-analysis/5VMivzA6e7YD4HrZZEpclj,117437,4,F*cked A Fan
0.718,0.737,11,-5.988,0,0.111,0.00724,0.0,0.276,0.148,132.02,audio_features,5Pvpk8WHAvmmxMr7SkcZsN,spotify:track:5Pvpk8WHAvmmxMr7SkcZsN,https://api.spotify.com/v1/tracks/5Pvpk8WHAvmmxMr7SkcZsN,https://api.spotify.com/v1/audio-analysis/5Pvpk8WHAvmmxMr7SkcZsN,130979,4,120
0.824,0.527,8,-5.506,1,0.118,0.149,0.0,0.368,0.212,77.499,audio_features,5xMjhZKSo8yh5r9b5vrYRr,spotify:track:5xMjhZKSo8yh5r9b5vrYRr,https://api.spotify.com/v1/tracks/5xMjhZKSo8yh5r9b5vrYRr,https://api.spotify.com/v1/audio-analysis/5xMjhZKSo8yh5r9b5vrYRr,155391,4,Tailor Swif
0.902,0.867,10,-3.108,0,0.225,0.0678,0.0,0.142,0.799,131.041,audio_features,1F5Qp0SJS0QUfqIoQggrLz,spotify:track:1F5Qp0SJS0QUfqIoQggrLz,https://api.spotify.com/v1/tracks/1F5Qp0SJS0QUfqIoQggrLz,https://api.spotify.com/v1/audio-analysis/1F5Qp0SJS0QUfqIoQggrLz,132338,4,The Largest
0.406,0.619,1,-6.762,1,0.0958,0.255,1.23e-06,0.399,0.601,83.53,audio_features,5ahdQDl9WGN9dNDDH0RKyJ,spotify:track:5ahdQDl9WGN9dNDDH0RKyJ,https://api.spotify.com/v1/tracks/5ahdQDl9WGN9dNDDH0RKyJ,https://api.spotify.com/v1/audio-analysis/5ahdQDl9WGN9dNDDH0RKyJ,147750,4,Passport Junkie
0.728,0.401,1,-8.282,1,0.487,0.771,3.3e-06,0.0928,0.41,82.403,audio_features,3blAqiAP9f44Kt3R7pQabP,spotify:track:3blAqiAP9f44Kt3R7pQabP,https://api.spotify.com/v1/tracks/3blAqiAP9f44Kt3R7pQabP,https://api.spotify.com/v1/audio-analysis/3blAqiAP9f44Kt3R7pQabP,104886,4,For Me
0.786,0.761,8,-3.315,1,0.0606,0.0943,1.47e-06,0.312,0.449,149.002,audio_features,6XVkJ1fM7NkjODPYI7QbAM,spotify:track:6XVkJ1fM7NkjODPYI7QbAM,https://api.spotify.com/v1/tracks/6XVkJ1fM7NkjODPYI7QbAM,https://api.spotify.com/v1/audio-analysis/6XVkJ1fM7NkjODPYI7QbAM,128859,4,HOLLON
0.61,0.682,7,-4.877,1,0.123,0.318,0.0,0.321,0.694,142.966,audio_features,57L5EYzCfHS7Jd58rV33lW,spotify:track:57L5EYzCfHS7Jd58rV33lW,https://api.spotify.com/v1/tracks/57L5EYzCfHS7Jd58rV33lW,https://api.spotify.com/v1/audio-analysis/57L5EYzCfHS7Jd58rV33lW,190075,4,HIGHJACK
0.741,0.803,2,-3.89,1,0.076,0.0381,0.0,0.111,0.314,122.935,audio_features,1D9XWqsoNWIfLEzjHcrgMx,spotify:track:1D9XWqsoNWIfLEzjHcrgMx,https://api.spotify.com/v1/tracks/1D9XWqsoNWIfLEzjHcrgMx,https://api.spotify.com/v1/audio-analysis/1D9XWqsoNWIfLEzjHcrgMx,210803,4,BAD TIME
0.974,0.711,11,-5.206,0,0.194,0.0988,3.92e-05,0.0888,0.328,117.038,audio_features,2dKkVF2m160z0RNDN2dddc,spotify:track:2dKkVF2m160z0RNDN2dddc,https://api.spotify.com/v1/tracks/2dKkVF2m160z0RNDN2dddc,https://api.spotify.com/v1/audio-analysis/2dKkVF2m160z0RNDN2dddc,126832,4,NISSAN ALTIMA
0.702,0.631,1,-8.365,1,0.124,0.0315,1.26e-06,0.145,0.429,88.91,audio_features,1mg8rzws9v1V7OrHAIwT84,spotify:track:1mg8rzws9v1V7OrHAIwT84,https://api.spotify.com/v1/tracks/1mg8rzws9v1V7OrHAIwT84,https://api.spotify.com/v1/audio-analysis/1mg8rzws9v1V7OrHAIwT84,172644,4,Fall Fast in Love
0.882,0.764,11,-5.241,1,0.204,0.359,0.0,0.119,0.886,140.113,audio_features,7iabz12vAuVQYyekFIWJxD,spotify:track:7iabz12vAuVQYyekFIWJxD,https://api.spotify.com/v1/tracks/7iabz12vAuVQYyekFIWJxD,https://api.spotify.com/v1/audio-analysis/7iabz12vAuVQYyekFIWJxD,140733,4,BAND4BAND (feat. Lil Baby)
